2017-05-18 22:48:19,2017-05-18 22:48:19,47.53717,-120.42550,61,111,6007.61,"Ti=94/Te=44/P= 48073/V=7927"
2017-05-18 22:48:34,2017-05-18 22:48:34,47.53617,-120.42233,61,114,6044.79,"Ti=94/Te=44/P= 47823/V=7927"
2017-05-18 22:48:49,2017-05-18 22:48:49,47.53533,-120.41933,56,115,6082.28,"Ti=94/Te=44/P= 47601/V=7927"
2017-05-18 22:49:04,2017-05-18 22:49:04,47.53433,-120.41650,54,116,6119.47,"Ti=93/Te=44/P= 47354/V=7927"
2017-05-18 22:49:19,2017-05-18 22:49:19,47.53350,-120.41383,61,117,6156.96,"Ti=94/Te=44/P= 47121/V=7927"
2017-05-18 22:49:34,2017-05-18 22:49:34,47.53233,-120.41083,59,119,6193.23,"Ti=93/Te=44/P= 46901/V=7927"
2017-05-18 22:49:49,2017-05-18 22:49:49,47.53133,-120.40817,63,120,6231.03,"Ti=94/Te=44/P= 46663/V=7927"
2017-05-18 22:50:04,2017-05-18 22:50:04,47.53000,-120.40533,65,122,6268.82,"Ti=93/Te=44/P= 46425/V=7927"
2017-05-18 22:50:19,2017-05-18 22:50:19,47.52883,-120.40233,65,119,6304.48,"Ti=93/Te=44/P= 46201/V=7927"
2017-05-18 22:50:34,2017-05-18 22:50:34,47.52750,-120.39933,69,126,6342.28,"Ti=93/Te=43/P= 45970/V=7927"
2017-05-18 22:50:49,2017-05-18 22:50:49,47.52600,-120.39633,69,126,6379.46,"Ti=93/Te=43/P= 45734/V=7927"
2017-05-18 22:51:04,2017-05-18 22:51:04,47.52467,-120.39317,74,124,6417.26,"Ti=93/Te=43/P= 45496/V=7927"
2017-05-18 22:51:19,2017-05-18 22:51:19,47.52300,-120.38983,83,126,6460.24,"Ti=93/Te=42/P= 45262/V=7927"
2017-05-18 22:51:34,2017-05-18 22:51:34,47.52100,-120.38600,83,127,6503.52,"Ti=93/Te=42/P= 44966/V=7927"
2017-05-18 22:51:49,2017-05-18 22:51:49,47.51900,-120.38233,87,130,6541.01,"Ti=93/Te=42/P= 44737/V=7947"
2017-05-18 22:52:04,2017-05-18 22:52:04,47.51700,-120.37850,91,131,6578.80,"Ti=93/Te=42/P= 44537/V=7947"
2017-05-18 22:52:19,2017-05-18 22:52:19,47.51483,-120.37500,91,131,6617.21,"Ti=93/Te=42/P= 44283/V=7947"
2017-05-18 22:52:34,2017-05-18 22:52:34,47.51267,-120.37117,85,131,6654.39,"Ti=93/Te=42/P= 44044/V=7947"
2017-05-18 22:52:49,2017-05-18 22:52:49,47.51033,-120.36767,89,133,6693.10,"Ti=93/Te=42/P= 43802/V=7927"
2017-05-18 22:53:04,2017-05-18 22:53:04,47.50800,-120.36417,91,136,6733.03,"Ti=93/Te=42/P= 43597/V=7947"
2017-05-18 22:53:19,2017-05-18 22:53:19,47.50567,-120.36067,91,133,6769.61,"Ti=93/Te=41/P= 43362/V=7927"
2017-05-18 22:53:34,2017-05-18 22:53:34,47.50333,-120.35717,93,136,6808.62,"Ti=93/Te=41/P= 43139/V=7927"
2017-05-18 22:53:49,2017-05-18 22:53:49,47.50083,-120.35333,94,133,6846.11,"Ti=92/Te=41/P= 42908/V=7927"
2017-05-18 22:54:04,2017-05-18 22:54:04,47.49850,-120.34967,91,134,6882.08,"Ti=92/Te=41/P= 42696/V=7927"
2017-05-18 22:54:19,2017-05-18 22:54:19,47.49600,-120.34600,96,132,6918.66,"Ti=92/Te=40/P= 42485/V=7927"
2017-05-18 22:54:34,2017-05-18 22:54:34,47.49350,-120.34200,94,135,6955.54,"Ti=92/Te=40/P= 42270/V=7927"
2017-05-18 22:54:49,2017-05-18 22:54:49,47.49117,-120.33817,98,132,6991.20,"Ti=92/Te=40/P= 42075/V=7927"
2017-05-18 22:55:04,2017-05-18 22:55:04,47.48883,-120.33417,91,132,7028.99,"Ti=92/Te=40/P= 41853/V=7927"
2017-05-18 22:55:19,2017-05-18 22:55:19,47.48650,-120.33033,98,129,7067.40,"Ti=92/Te=40/P= 41638/V=7927"
2017-05-18 22:55:34,2017-05-18 22:55:34,47.48433,-120.32617,93,128,7103.67,"Ti=92/Te=40/P= 41416/V=7927"
2017-05-18 22:55:49,2017-05-18 22:55:49,47.48217,-120.32217,96,129,7140.55,"Ti=92/Te=40/P= 41188/V=7927"
2017-05-18 22:56:04,2017-05-18 22:56:04,47.48000,-120.31800,94,129,7178.04,"Ti=92/Te=40/P= 41001/V=7927"
2017-05-18 22:56:20,2017-05-18 22:56:20,47.47767,-120.31383,94,127,7216.14,"Ti=92/Te=40/P= 40797/V=7947"
2017-05-18 22:56:35,2017-05-18 22:56:35,47.47550,-120.30983,89,128,7251.80,"Ti=92/Te=40/P= 40584/V=7947"
2017-05-18 22:56:50,2017-05-18 22:56:50,47.47333,-120.30583,93,128,7288.07,"Ti=92/Te=39/P= 40377/V=7947"
2017-05-18 22:57:05,2017-05-18 22:57:05,47.47117,-120.30200,91,130,7324.95,"Ti=92/Te=39/P= 40172/V=7927"
2017-05-18 22:57:20,2017-05-18 22:57:20,47.46900,-120.29817,94,128,7359.40,"Ti=91/Te=39/P= 39981/V=7947"
2017-05-18 22:57:35,2017-05-18 22:57:35,47.46667,-120.29417,91,128,7393.53,"Ti=91/Te=40/P= 39792/V=7947"
2017-05-18 22:57:50,2017-05-18 22:57:50,47.46433,-120.29017,94,132,7428.89,"Ti=91/Te=39/P= 39613/V=7947"
2017-05-18 22:58:05,2017-05-18 22:58:05,47.46217,-120.28617,94,131,7460.89,"Ti=91/Te=39/P= 39392/V=7927"
2017-05-18 22:58:20,2017-05-18 22:58:20,47.45983,-120.28217,94,129,7493.51,"Ti=91/Te=39/P= 39239/V=7947"
2017-05-18 22:58:35,2017-05-18 22:58:35,47.45767,-120.27817,94,131,7527.34,"Ti=91/Te=39/P= 39051/V=7947"
2017-05-18 22:58:50,2017-05-18 22:58:50,47.45550,-120.27417,94,128,7561.48,"Ti=91/Te=38/P= 38878/V=7947"
2017-05-18 22:59:20,2017-05-18 22:59:20,47.45100,-120.26633,94,130,7630.67,"Ti=91/Te=38/P= 38493/V=7947"
